(
(0.000000  ((0.00000000 0.000000 0.000000) (-0.00000000 0.000000 0.000000)))
(0.000100  ((0.00000000 0.000000 -0.000002) (0.00005215 0.000000 0.000000)))
(0.000200  ((0.00000000 0.000000 -0.000003) (0.00010430 0.000000 0.000000)))
(0.000300  ((0.00000000 0.000000 -0.000005) (0.00015645 0.000000 0.000000)))
(0.000400  ((0.00000000 0.000000 -0.000006) (0.00020860 0.000000 0.000000)))
(0.000500  ((0.00000000 0.000000 -0.000008) (0.00026076 0.000000 0.000000)))
(0.000600  ((0.00000000 0.000000 -0.000009) (0.00031291 0.000000 0.000000)))
(0.000700  ((0.00000000 0.000000 -0.000011) (0.00036506 0.000000 0.000000)))
(0.000800  ((0.00000000 0.000000 -0.000012) (0.00041721 0.000000 0.000000)))
(0.000900  ((0.00000000 0.000000 -0.000014) (0.00046936 0.000000 0.000000)))
(0.001000  ((0.00000000 0.000000 -0.000015) (0.00052151 0.000000 0.000000)))
(0.001100  ((0.00000000 0.000000 -0.000017) (0.00057366 0.000000 0.000000)))
(0.001200  ((0.00000000 0.000000 -0.000018) (0.00062581 0.000000 0.000000)))
(0.001300  ((0.00000000 0.000000 -0.000020) (0.00067797 0.000000 0.000000)))
(0.001400  ((0.00000000 0.000000 -0.000021) (0.00073012 0.000000 0.000000)))
(0.001500  ((0.00000000 0.000000 -0.000023) (0.00078227 0.000000 0.000000)))
(0.001600  ((0.00000000 0.000000 -0.000024) (0.00083442 0.000000 0.000000)))
(0.001700  ((0.00000000 0.000000 -0.000026) (0.00088657 0.000000 0.000000)))
(0.001800  ((0.00000000 0.000000 -0.000027) (0.00093872 0.000000 0.000000)))
(0.001900  ((0.00000000 0.000000 -0.000029) (0.00099087 0.000000 0.000000)))
(0.002000  ((0.00000000 0.000000 -0.000030) (0.00104302 0.000000 0.000000)))
(0.002100  ((0.00000000 0.000000 -0.000032) (0.00109518 0.000000 0.000000)))
(0.002200  ((0.00000000 0.000000 -0.000034) (0.00114733 0.000000 0.000000)))
(0.002300  ((0.00000000 0.000000 -0.000035) (0.00119948 0.000000 0.000000)))
(0.002400  ((0.00000000 0.000000 -0.000037) (0.00125163 0.000000 0.000000)))
(0.002500  ((0.00000000 0.000000 -0.000038) (0.00130378 0.000000 0.000000)))
(0.002600  ((0.00000000 0.000000 -0.000040) (0.00135593 0.000000 0.000000)))
(0.002700  ((0.00000000 0.000000 -0.000041) (0.00140808 0.000000 0.000000)))
(0.002800  ((0.00000000 0.000000 -0.000043) (0.00146023 0.000000 0.000000)))
(0.002900  ((0.00000000 0.000000 -0.000044) (0.00151239 0.000000 0.000000)))
(0.003000  ((0.00000000 0.000000 -0.000046) (0.00156454 0.000000 0.000000)))
(0.003100  ((0.00000000 0.000000 -0.000047) (0.00161669 0.000000 0.000000)))
(0.003200  ((0.00000000 0.000000 -0.000049) (0.00166884 0.000000 0.000000)))
(0.003300  ((0.00000000 0.000000 -0.000050) (0.00172099 0.000000 0.000000)))
(0.003400  ((0.00000000 0.000000 -0.000052) (0.00177314 0.000000 0.000000)))
(0.003500  ((0.00000000 0.000000 -0.000053) (0.00182529 0.000000 0.000000)))
(0.003600  ((0.00000000 0.000000 -0.000055) (0.00187744 0.000000 0.000000)))
(0.003700  ((0.00000000 0.000000 -0.000056) (0.00192960 0.000000 0.000000)))
(0.003800  ((0.00000000 0.000000 -0.000058) (0.00198175 0.000000 0.000000)))
(0.003900  ((0.00000000 0.000000 -0.000059) (0.00203390 0.000000 0.000000)))
(0.004000  ((0.00000000 0.000000 -0.000061) (0.00208605 0.000000 0.000000)))
(0.004100  ((0.00000000 0.000000 -0.000062) (0.00213820 0.000000 0.000000)))
(0.004200  ((0.00000000 0.000000 -0.000064) (0.00219035 0.000000 0.000000)))
(0.004300  ((0.00000000 0.000000 -0.000066) (0.00224250 0.000000 0.000000)))
(0.004400  ((0.00000000 0.000000 -0.000067) (0.00229465 0.000000 0.000000)))
(0.004500  ((0.00000000 0.000000 -0.000069) (0.00234681 0.000000 0.000000)))
(0.004600  ((0.00000000 0.000000 -0.000070) (0.00239896 0.000000 0.000000)))
(0.004700  ((0.00000000 0.000000 -0.000072) (0.00245111 0.000000 0.000000)))
(0.004800  ((0.00000000 0.000000 -0.000073) (0.00250326 0.000000 0.000000)))
(0.004900  ((0.00000000 0.000000 -0.000075) (0.00255541 0.000000 0.000000)))
(0.005000  ((0.00000000 0.000000 -0.000076) (0.00260756 0.000000 0.000000)))
(0.005100  ((0.00000000 0.000000 -0.000078) (0.00265971 0.000000 0.000000)))
(0.005200  ((0.00000000 0.000000 -0.000079) (0.00271186 0.000000 0.000000)))
(0.005300  ((0.00000000 0.000000 -0.000081) (0.00276402 0.000000 0.000000)))
(0.005400  ((0.00000000 0.000000 -0.000082) (0.00281617 0.000000 0.000000)))
(0.005500  ((0.00000000 0.000000 -0.000084) (0.00286832 0.000000 0.000000)))
(0.005600  ((0.00000000 0.000000 -0.000085) (0.00292047 0.000000 0.000000)))
(0.005700  ((0.00000000 0.000000 -0.000087) (0.00297262 0.000000 0.000000)))
(0.005800  ((0.00000000 0.000000 -0.000088) (0.00302477 0.000000 0.000000)))
(0.005900  ((0.00000000 0.000000 -0.000090) (0.00307692 0.000000 0.000000)))
(0.006000  ((0.00000000 0.000000 -0.000091) (0.00312907 0.000000 0.000000)))
(0.006100  ((0.00000000 0.000000 -0.000093) (0.00318122 0.000000 0.000000)))
(0.006200  ((0.00000000 0.000000 -0.000094) (0.00323338 0.000000 0.000000)))
(0.006300  ((0.00000000 0.000000 -0.000096) (0.00328553 0.000000 0.000000)))
(0.006400  ((0.00000000 0.000000 -0.000097) (0.00333768 0.000000 0.000000)))
(0.006500  ((0.00000000 0.000000 -0.000099) (0.00338983 0.000000 0.000000)))
(0.006600  ((0.00000000 0.000000 -0.000101) (0.00344198 0.000000 0.000000)))
(0.006700  ((0.00000000 0.000000 -0.000102) (0.00349413 0.000000 0.000000)))
(0.006800  ((0.00000000 0.000000 -0.000104) (0.00354628 0.000000 0.000000)))
(0.006900  ((0.00000000 0.000000 -0.000105) (0.00359843 0.000000 0.000000)))
(0.007000  ((0.00000000 0.000000 -0.000107) (0.00365059 0.000000 0.000000)))
(0.007100  ((0.00000000 0.000000 -0.000108) (0.00370274 0.000000 0.000000)))
(0.007200  ((0.00000000 0.000000 -0.000110) (0.00375489 0.000000 0.000000)))
(0.007300  ((0.00000000 0.000000 -0.000111) (0.00380704 0.000000 0.000000)))
(0.007400  ((0.00000000 0.000000 -0.000113) (0.00385919 0.000000 0.000000)))
(0.007500  ((0.00000000 0.000000 -0.000114) (0.00391134 0.000000 0.000000)))
(0.007600  ((0.00000000 0.000000 -0.000116) (0.00396349 0.000000 0.000000)))
(0.007700  ((0.00000000 0.000000 -0.000117) (0.00401564 0.000000 0.000000)))
(0.007800  ((0.00000000 0.000000 -0.000119) (0.00406780 0.000000 0.000000)))
(0.007900  ((0.00000000 0.000000 -0.000120) (0.00411995 0.000000 0.000000)))
(0.008000  ((0.00000000 0.000000 -0.000122) (0.00417210 0.000000 0.000000)))
(0.008100  ((0.00000000 0.000000 -0.000123) (0.00422425 0.000000 0.000000)))
(0.008200  ((0.00000000 0.000000 -0.000125) (0.00427640 0.000000 0.000000)))
(0.008300  ((0.00000000 0.000000 -0.000126) (0.00432855 0.000000 0.000000)))
(0.008400  ((0.00000000 0.000000 -0.000128) (0.00438070 0.000000 0.000000)))
(0.008500  ((0.00000000 0.000000 -0.000129) (0.00443285 0.000000 0.000000)))
(0.008600  ((0.00000000 0.000000 -0.000131) (0.00448501 0.000000 0.000000)))
(0.008700  ((0.00000000 0.000000 -0.000133) (0.00453716 0.000000 0.000000)))
(0.008800  ((0.00000000 0.000000 -0.000134) (0.00458931 0.000000 0.000000)))
(0.008900  ((0.00000000 0.000000 -0.000136) (0.00464146 0.000000 0.000000)))
(0.009000  ((0.00000000 0.000000 -0.000137) (0.00469361 0.000000 0.000000)))
(0.009100  ((0.00000000 0.000000 -0.000139) (0.00474576 0.000000 0.000000)))
(0.009200  ((0.00000000 0.000000 -0.000140) (0.00479791 0.000000 0.000000)))
(0.009300  ((0.00000000 0.000000 -0.000142) (0.00485006 0.000000 0.000000)))
(0.009400  ((0.00000000 0.000000 -0.000143) (0.00490222 0.000000 0.000000)))
(0.009500  ((0.00000000 0.000000 -0.000145) (0.00495437 0.000000 0.000000)))
(0.009600  ((0.00000000 0.000000 -0.000146) (0.00500652 0.000000 0.000000)))
(0.009700  ((0.00000000 0.000000 -0.000148) (0.00505867 0.000000 0.000000)))
(0.009800  ((0.00000000 0.000000 -0.000149) (0.00511082 0.000000 0.000000)))
(0.009900  ((0.00000000 0.000000 -0.000151) (0.00516297 0.000000 0.000000)))
(0.010000  ((0.00000000 0.000000 -0.000152) (0.00521512 0.000000 0.000000)))
(0.010100  ((0.00000000 0.000000 -0.000154) (0.00526727 0.000000 0.000000)))
(0.010200  ((0.00000000 0.000000 -0.000155) (0.00531943 0.000000 0.000000)))
(0.010300  ((0.00000000 0.000000 -0.000157) (0.00537158 0.000000 0.000000)))
(0.010400  ((0.00000000 0.000000 -0.000158) (0.00542373 0.000000 0.000000)))
(0.010500  ((0.00000000 0.000000 -0.000160) (0.00547588 0.000000 0.000000)))
(0.010600  ((0.00000000 0.000000 -0.000161) (0.00552803 0.000000 0.000000)))
(0.010700  ((0.00000000 0.000000 -0.000163) (0.00558018 0.000000 0.000000)))
(0.010800  ((0.00000000 0.000000 -0.000165) (0.00563233 0.000000 0.000000)))
(0.010900  ((0.00000000 0.000000 -0.000166) (0.00568448 0.000000 0.000000)))
(0.011000  ((0.00000000 0.000000 -0.000168) (0.00573664 0.000000 0.000000)))
(0.011100  ((0.00000000 0.000000 -0.000169) (0.00578879 0.000000 0.000000)))
(0.011200  ((0.00000000 0.000000 -0.000171) (0.00584094 0.000000 0.000000)))
(0.011300  ((0.00000000 0.000000 -0.000172) (0.00589309 0.000000 0.000000)))
(0.011400  ((0.00000000 0.000000 -0.000174) (0.00594524 0.000000 0.000000)))
(0.011500  ((0.00000000 0.000000 -0.000175) (0.00599739 0.000000 0.000000)))
(0.011600  ((0.00000000 0.000000 -0.000177) (0.00604954 0.000000 0.000000)))
(0.011700  ((0.00000000 0.000000 -0.000178) (0.00610169 0.000000 0.000000)))
(0.011800  ((0.00000000 0.000000 -0.000180) (0.00615384 0.000000 0.000000)))
(0.011900  ((0.00000000 0.000000 -0.000181) (0.00620600 0.000000 0.000000)))
(0.012000  ((0.00000000 0.000000 -0.000183) (0.00625815 0.000000 0.000000)))
(0.012100  ((0.00000000 0.000000 -0.000184) (0.00631030 0.000000 0.000000)))
(0.012200  ((0.00000000 0.000000 -0.000186) (0.00636245 0.000000 0.000000)))
(0.012300  ((0.00000000 0.000000 -0.000187) (0.00641460 0.000000 0.000000)))
(0.012400  ((0.00000000 0.000000 -0.000189) (0.00646675 0.000000 0.000000)))
(0.012500  ((0.00000000 0.000000 -0.000190) (0.00651890 0.000000 0.000000)))
(0.012600  ((0.00000000 0.000000 -0.000192) (0.00657105 0.000000 0.000000)))
(0.012700  ((0.00000000 0.000000 -0.000193) (0.00662321 0.000000 0.000000)))
(0.012800  ((0.00000000 0.000000 -0.000195) (0.00667536 0.000000 0.000000)))
(0.012900  ((0.00000000 0.000000 -0.000197) (0.00672751 0.000000 0.000000)))
(0.013000  ((0.00000000 0.000000 -0.000198) (0.00677966 0.000000 0.000000)))
(0.013100  ((0.00000000 0.000000 -0.000200) (0.00683181 0.000000 0.000000)))
(0.013200  ((0.00000000 0.000000 -0.000201) (0.00688396 0.000000 0.000000)))
(0.013300  ((0.00000000 0.000000 -0.000203) (0.00693611 0.000000 0.000000)))
(0.013400  ((0.00000000 0.000000 -0.000204) (0.00698826 0.000000 0.000000)))
(0.013500  ((0.00000000 0.000000 -0.000206) (0.00704042 0.000000 0.000000)))
(0.013600  ((0.00000000 0.000000 -0.000207) (0.00709257 0.000000 0.000000)))
(0.013700  ((0.00000000 0.000000 -0.000209) (0.00714472 0.000000 0.000000)))
(0.013800  ((0.00000000 0.000000 -0.000210) (0.00719687 0.000000 0.000000)))
(0.013900  ((0.00000000 0.000000 -0.000212) (0.00724902 0.000000 0.000000)))
(0.014000  ((0.00000000 0.000000 -0.000213) (0.00730117 0.000000 0.000000)))
(0.014100  ((0.00000000 0.000000 -0.000215) (0.00735332 0.000000 0.000000)))
(0.014200  ((0.00000000 0.000000 -0.000216) (0.00740547 0.000000 0.000000)))
(0.014300  ((0.00000000 0.000000 -0.000218) (0.00745763 0.000000 0.000000)))
(0.014400  ((0.00000000 0.000000 -0.000219) (0.00750978 0.000000 0.000000)))
(0.014500  ((0.00000000 0.000000 -0.000221) (0.00756193 0.000000 0.000000)))
(0.014600  ((0.00000000 0.000000 -0.000222) (0.00761408 0.000000 0.000000)))
(0.014700  ((0.00000000 0.000000 -0.000224) (0.00766623 0.000000 0.000000)))
(0.014800  ((0.00000000 0.000000 -0.000225) (0.00771838 0.000000 0.000000)))
(0.014900  ((0.00000000 0.000000 -0.000227) (0.00777053 0.000000 0.000000)))
(0.015000  ((0.00000000 0.000000 -0.000228) (0.00782268 0.000000 0.000000)))
(0.015100  ((0.00000000 0.000000 -0.000230) (0.00787484 0.000000 0.000000)))
(0.015200  ((0.00000000 0.000000 -0.000232) (0.00792699 0.000000 0.000000)))
(0.015300  ((0.00000000 0.000000 -0.000233) (0.00797914 0.000000 0.000000)))
(0.015400  ((0.00000000 0.000000 -0.000235) (0.00803129 0.000000 0.000000)))
(0.015500  ((0.00000000 0.000000 -0.000236) (0.00808344 0.000000 0.000000)))
(0.015600  ((0.00000000 0.000000 -0.000238) (0.00813559 0.000000 0.000000)))
(0.015700  ((0.00000000 0.000000 -0.000239) (0.00818774 0.000000 0.000000)))
(0.015800  ((0.00000000 0.000000 -0.000241) (0.00823989 0.000000 0.000000)))
(0.015900  ((0.00000000 0.000000 -0.000242) (0.00829205 0.000000 0.000000)))
