current_time, current_time_step, current_sub-iteration, fetchTime, forceVecProjTime, linearAssembleTime, bcApplyTime, solverSolveTime, totalForceCalTime, printDispTime, pushTime, moveMeshTime, dispVTKExpTime, dispTxtExpTime, checkpointExpTime, assignOldFuncSpaceTime, simtimePerIter, simtimePerStep
0.001,1,1,0.008343219757080078,0.006453037261962891,0.013433456420898438,0.00015211105346679688,0.15326857566833496,0.004953861236572266,0.0006840229034423828,0.005463123321533203,0.0,0.0,0.0,0.0,0.0,0.19277524948120117,0.0
0.001,1,2,4.418488025665283,0.0006127357482910156,0.007884025573730469,0.0001957416534423828,0.1092529296875,0.0036399364471435547,0.0002574920654296875,0.0043697357177734375,0.0,0.0,0.0,0.0,0.0,4.544721603393555,0.0
current_time, current_time_step, current_sub-iteration, fetchTime, forceVecProjTime, linearAssembleTime, bcApplyTime, solverSolveTime, totalForceCalTime, printDispTime, pushTime, moveMeshTime, dispVTKExpTime, dispTxtExpTime, checkpointExpTime, assignOldFuncSpaceTime, simtimePerIter, simtimePerStep
0.03,1,1,0.015089988708496094,0.00045228004455566406,0.015570878982543945,0.000118255615234375,0.5124602317810059,0.019759416580200195,0.0009083747863769531,0.02404618263244629,0.0,0.0,0.0,0.0,0.0,0.5884270668029785,0.0
0.03,1,2,4.737047433853149,0.0008857250213623047,0.013340473175048828,0.00021314620971679688,0.5922548770904541,0.005095958709716797,0.0004172325134277344,0.013370990753173828,0.0,0.0,0.0,0.0,0.0,5.362653732299805,0.0
0.03,1,3,4.905319929122925,0.0004222393035888672,0.014117240905761719,0.0001239776611328125,0.4719960689544678,0.005002737045288086,0.00039887428283691406,0.013026237487792969,0.0,0.0,0.0,0.0,0.0,5.410437822341919,0.0
0.03,1,4,5.017329454421997,0.0004451274871826172,0.013279914855957031,0.00013494491577148438,0.5954957008361816,0.004903554916381836,0.0004298686981201172,0.01319575309753418,0.0,0.0,0.0,0.0,0.0,5.645242691040039,0.0
0.03,1,5,5.274855136871338,0.0004968643188476562,0.012726306915283203,0.00013780593872070312,0.4933490753173828,0.005150794982910156,0.00047326087951660156,0.016580820083618164,0.0,0.0,0.0,0.0,0.0,5.803799629211426,0.0
0.06,2,1,2.0469155311584473,0.0004315376281738281,0.012471199035644531,0.0001361370086669922,0.4896535873413086,0.0049211978912353516,0.0003833770751953125,0.02520442008972168,0.003915071487426758,6.061717987060547,0.001749277114868164,0.008604049682617188,0.0020782947540283203,2.5801444053649902,28.88985323905945
0.06,2,2,5.581323862075806,0.00043582916259765625,0.014068841934204102,0.0001437664031982422,0.4094963073730469,0.015834569931030273,0.00035119056701660156,0.02200627326965332,0.003915071487426758,6.061717987060547,0.001749277114868164,0.008604049682617188,0.0020782947540283203,6.04368782043457,28.88985323905945
0.06,2,3,5.7730629444122314,0.0004439353942871094,0.01279449462890625,0.00012969970703125,0.4907491207122803,0.01034998893737793,0.0007708072662353516,0.027060985565185547,0.003915071487426758,6.061717987060547,0.001749277114868164,0.008604049682617188,0.0020782947540283203,6.315388917922974,28.88985323905945
0.06,2,4,5.941061496734619,0.0004525184631347656,0.013020515441894531,0.00013875961303710938,0.47217249870300293,0.015816926956176758,0.00035691261291503906,0.03008747100830078,0.003915071487426758,6.061717987060547,0.001749277114868164,0.008604049682617188,0.0020782947540283203,6.473134994506836,28.88985323905945
0.06,2,5,6.211727857589722,0.0004837512969970703,0.013482093811035156,0.00014066696166992188,0.4777224063873291,0.004983425140380859,0.00040149688720703125,0.012209177017211914,0.003915071487426758,6.061717987060547,0.001749277114868164,0.008604049682617188,0.0020782947540283203,6.7211809158325195,28.88985323905945
0.09,3,1,3.417478561401367,0.0004367828369140625,0.0135650634765625,0.00014090538024902344,0.5689201354980469,0.005207061767578125,0.000392913818359375,0.013604402542114258,0.003960609436035156,6.3266284465789795,0.0017027854919433594,0.00797891616821289,0.0023436546325683594,4.019776105880737,34.48469662666321
0.09,3,2,4.529016494750977,0.00044846534729003906,0.014376401901245117,0.00012636184692382812,0.6156916618347168,0.005110740661621094,0.0004978179931640625,0.015348672866821289,0.003960609436035156,6.3266284465789795,0.0017027854919433594,0.00797891616821289,0.0023436546325683594,5.180645227432251,34.48469662666321
0.09,3,3,4.691857576370239,0.00047326087951660156,0.014004230499267578,0.00013136863708496094,0.6833920478820801,0.012290239334106445,0.00041604042053222656,0.0190582275390625,0.003960609436035156,6.3266284465789795,0.0017027854919433594,0.00797891616821289,0.0023436546325683594,5.421651840209961,34.48469662666321
0.09,3,4,5.494552850723267,0.0004611015319824219,0.013963937759399414,0.00013947486877441406,0.7084865570068359,0.004874706268310547,0.00043773651123046875,0.015804290771484375,0.003960609436035156,6.3266284465789795,0.0017027854919433594,0.00797891616821289,0.0023436546325683594,6.238749027252197,34.48469662666321
0.09,3,5,5.413723707199097,0.0004703998565673828,0.012923002243041992,0.00012159347534179688,0.6082391738891602,0.004795074462890625,0.0003654956817626953,0.012886524200439453,0.003960609436035156,6.3266284465789795,0.0017027854919433594,0.00797891616821289,0.0023436546325683594,6.053552865982056,34.48469662666321
0.12,4,1,2.0541393756866455,0.0004496574401855469,0.01374053955078125,0.0001354217529296875,0.4582211971282959,0.005077362060546875,0.00045299530029296875,0.015845060348510742,0.003931760787963867,6.221624135971069,0.0025131702423095703,0.010155439376831055,0.009899616241455078,2.5481135845184326,33.164262771606445
