current_time, current_time_step, current_sub-iteration, fetchTime, forceVecProjTime, linearAssembleTime, bcApplyTime, solverSolveTime, totalForceCalTime, printDispTime, pushTime, moveMeshTime, dispVTKExpTime, dispTxtExpTime, checkpointExpTime, assignOldFuncSpaceTime, simtimePerIter, simtimePerStep
0.001,1,1,0.008343219757080078,0.006453037261962891,0.013433456420898438,0.00015211105346679688,0.15326857566833496,0.004953861236572266,0.0006840229034423828,0.005463123321533203,0.0,0.0,0.0,0.0,0.0,0.19277524948120117,0.0
0.001,1,2,4.418488025665283,0.0006127357482910156,0.007884025573730469,0.0001957416534423828,0.1092529296875,0.0036399364471435547,0.0002574920654296875,0.0043697357177734375,0.0,0.0,0.0,0.0,0.0,4.544721603393555,0.0
current_time, current_time_step, current_sub-iteration, fetchTime, forceVecProjTime, linearAssembleTime, bcApplyTime, solverSolveTime, totalForceCalTime, printDispTime, pushTime, moveMeshTime, dispVTKExpTime, dispTxtExpTime, checkpointExpTime, assignOldFuncSpaceTime, simtimePerIter, simtimePerStep
0.03,1,1,0.02481985092163086,0.0011119842529296875,0.024355411529541016,0.00022912025451660156,1.7766506671905518,0.006662845611572266,0.0010743141174316406,0.015642404556274414,0.0,0.0,0.0,0.0,0.0,1.8505778312683105,0.0
0.03,1,2,7.491194725036621,0.0012507438659667969,0.02265191078186035,0.00022029876708984375,1.6180078983306885,0.016977787017822266,0.0003731250762939453,0.04880261421203613,0.0,0.0,0.0,0.0,0.0,9.19951343536377,0.0
0.03,1,3,7.0521910190582275,0.0012454986572265625,0.020419597625732422,0.0002155303955078125,2.235812187194824,0.025115489959716797,0.0005772113800048828,0.04733610153198242,0.0,0.0,0.0,0.0,0.0,9.382953882217407,0.0
0.03,1,4,7.490562677383423,0.001300811767578125,0.02592754364013672,0.0002720355987548828,1.4936683177947998,0.005868434906005859,0.0004687309265136719,0.018273353576660156,0.0,0.0,0.0,0.0,0.0,9.036382913589478,0.0
0.03,1,5,7.156408786773682,0.0012829303741455078,0.02362680435180664,0.0002474784851074219,1.4830961227416992,0.014573812484741211,0.0010266304016113281,0.03749895095825195,0.0,0.0,0.0,0.0,0.0,8.717798233032227,0.0
0.06,2,1,1.4729735851287842,0.0012195110321044922,0.023650407791137695,0.00024008750915527344,1.7322289943695068,0.018196582794189453,0.0012519359588623047,0.05129814147949219,0.008588075637817383,11.921162128448486,0.0014150142669677734,0.009263992309570312,0.002180337905883789,3.3010973930358887,50.132091760635376
0.06,2,2,6.994029760360718,0.0012216567993164062,0.024767160415649414,0.00024890899658203125,1.647857904434204,0.019388675689697266,0.009214162826538086,0.048592329025268555,0.008588075637817383,11.921162128448486,0.0014150142669677734,0.009263992309570312,0.002180337905883789,8.745368480682373,50.132091760635376
0.06,2,3,7.3079423904418945,0.0005173683166503906,0.016836881637573242,0.00015234947204589844,1.5522830486297607,0.01842951774597168,0.0012562274932861328,0.048182010650634766,0.008588075637817383,11.921162128448486,0.0014150142669677734,0.009263992309570312,0.002180337905883789,8.945631980895996,50.132091760635376
0.06,2,4,7.9455037117004395,0.0012357234954833984,0.025723695755004883,0.0002689361572265625,1.698521375656128,0.020739078521728516,0.0013887882232666016,0.04024314880371094,0.008588075637817383,11.921162128448486,0.0014150142669677734,0.009263992309570312,0.002180337905883789,9.73366665840149,50.132091760635376
0.06,2,5,8.004274845123291,0.0014719963073730469,0.027096033096313477,0.00027179718017578125,1.7668306827545166,0.032235145568847656,0.0005517005920410156,0.051622629165649414,0.008588075637817383,11.921162128448486,0.0014150142669677734,0.009263992309570312,0.002180337905883789,9.884403228759766,50.132091760635376
0.09,3,1,2.248119592666626,0.0005395412445068359,0.01630258560180664,0.00018930435180664062,1.631737232208252,0.015705108642578125,0.0005207061767578125,0.016640663146972656,0.00470733642578125,13.496958255767822,0.0014164447784423828,0.02747964859008789,0.027241230010986328,3.929790496826172,54.170385122299194
0.09,3,2,7.535083293914795,0.0012545585632324219,0.023664236068725586,0.0002751350402832031,1.72979736328125,0.035758018493652344,0.0023338794708251953,0.043720245361328125,0.00470733642578125,13.496958255767822,0.0014164447784423828,0.02747964859008789,0.027241230010986328,9.371932983398438,54.170385122299194
0.09,3,3,8.09763479232788,0.0005886554718017578,0.015568256378173828,0.00016164779663085938,1.300713300704956,0.015598058700561523,0.0004596710205078125,0.0223085880279541,0.00470733642578125,13.496958255767822,0.0014164447784423828,0.02747964859008789,0.027241230010986328,9.453072786331177,54.170385122299194
0.09,3,4,7.337692737579346,0.001294851303100586,0.03580617904663086,0.0002429485321044922,1.2658376693725586,0.027335166931152344,0.0019350051879882812,0.04844093322753906,0.00470733642578125,13.496958255767822,0.0014164447784423828,0.02747964859008789,0.027241230010986328,8.718631744384766,54.170385122299194
0.09,3,5,7.3170130252838135,0.0004966259002685547,0.014895439147949219,0.0001513957977294922,0.8752107620239258,0.006196260452270508,0.0006299018859863281,0.07302045822143555,0.00470733642578125,13.496958255767822,0.0014164447784423828,0.02747964859008789,0.027241230010986328,8.287650108337402,54.170385122299194
0.12,4,1,3.2814860343933105,0.0005233287811279297,0.013823270797729492,0.0001533031463623047,1.8650884628295898,0.022704124450683594,0.00122833251953125,0.04809904098510742,0.0041277408599853516,14.799784183502197,0.0013380050659179688,0.020277976989746094,0.02346181869506836,5.233143091201782,54.61255216598511
0.12,4,2,6.134907245635986,0.0013322830200195312,0.025502681732177734,0.0003094673156738281,2.008892297744751,0.01241302490234375,0.0009357929229736328,0.03408026695251465,0.0041277408599853516,14.799784183502197,0.0013380050659179688,0.020277976989746094,0.02346181869506836,8.218433856964111,54.61255216598511
